Record ID,Created on,Created by,Edited on,Edited by,Company Name,Short Name,Phone,Fax,Email,Web address,Group,Permission,Address 1,Address 2,City,Country,Zone,Postal Code,Tax ID,Dynamics ID,Description
7946,6/3/2024 22:38,Auto Import,,,MS HELENA SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000020,
4145,1/2/2016 16:37,Auto Import,,,MS HELENA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000020,
229,18/12/2015 23:27,Georgi Hristov,,,MS HELENA SCHULTE Shipping G,,,,,,Vendor,Public,GmbH & Co. KG,,,Germany,,,,8000020,
7932,6/3/2024 22:38,Auto Import,,,MS HENRY SCHULTE,SHIPPING GMBH & CO. KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000006,
4127,1/2/2016 16:36,Auto Import,,,MS HENRY SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000006,
220,18/12/2015 23:27,Georgi Hristov,,,MS HENRY SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,,,,,8000006,
7960,6/3/2024 22:38,Auto Import,,,MS HUGO SCHULTE KG,,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000034,
4130,1/2/2016 16:36,Auto Import,,,MS HUGO SCHULTE Shipping,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000034,
7941,6/3/2024 22:38,Auto Import,,,MS ISABELLE SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000015,
5011,1/2/2017 17:30,Auto Import,,,MS ISABELLE SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000015,
226,18/12/2015 23:27,Georgi Hristov,,,MS ISABELLE SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,,,,,8000015,
7969,6/3/2024 22:38,Auto Import,,,MS JACOB SCHULTE,Shipping GmbH & Co. KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000042,
8030,6/3/2024 22:38,Auto Import,,,MS JACOB SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000410,
5019,1/2/2017 17:30,Auto Import,,,MS JACOB SCHULTE Shipping,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000042,
8033,6/3/2024 22:38,Auto Import,,,MS Jacob Schulte Shipping KG vorl. Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2000421,
5032,1/2/2017 17:30,Auto Import,,,MS Jacob Schulte Shipping KG vorl. Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000421,
7938,6/3/2024 22:38,Auto Import,,,MS JULIA SCHULTE,SHIPPING GMBH & CO. KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000012,
5010,1/2/2017 17:30,Auto Import,,,MS JULIA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH u CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000012,
223,18/12/2015 23:27,Georgi Hristov,,,MS JULIA SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,,,,,8000012,
8038,6/3/2024 22:38,Auto Import,,,MS Julia Schulte Shipping KG vorl. Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2001210,
5038,1/2/2017 17:30,Auto Import,,,MS Julia Schulte Shipping KG vorl. Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6001210,
7970,6/3/2024 22:38,Auto Import,,,MS JULIUS SCHULTE,Shipping GmbH & Co. KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000043,
8032,6/3/2024 22:38,Auto Import,,,MS Julius Schulte GmbH & Co.,,,,,,Customer,Public,KG,Domstrasse 17,Hamburg,Germany,,20095,,2000420,
5020,1/2/2017 17:30,Auto Import,,,MS JULIUS SCHULTE Shipping,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000043,
8034,6/3/2024 22:38,Auto Import,,,MS Julius Schulte Shipping KG vorl. Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2000431,
5033,1/2/2017 17:30,Auto Import,,,MS Julius Schulte Shipping KG vorl. Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000431,
7936,6/3/2024 22:38,Auto Import,,,MS LAURA SCHULTE,SHIPPING GMBH & CO. KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000010,
5009,1/2/2017 17:30,Auto Import,,,MS LAURA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH  CO KG,Domstrasse 17,Hamburg,Germany,,20095,,6000010,
222,18/12/2015 23:27,Georgi Hristov,,,MS LAURA SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,,,,,8000010,
8037,6/3/2024 22:38,Auto Import,,,MS Laura Schulte Shipping KG vorl. Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2001010,
5037,1/2/2017 17:30,Auto Import,,,MS Laura Schulte Shipping KG vorl. Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6001010,
7961,6/3/2024 22:38,Auto Import,,,MS LILLY SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000035,
7947,6/3/2024 22:38,Auto Import,,,MS LISA SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000021,
4146,1/2/2016 16:37,Auto Import,,,MS LISA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000021,
230,18/12/2015 23:27,Georgi Hristov,,,MS LISA SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,Germany,,,,8000021,
8017,6/3/2024 22:38,Auto Import,,,MS Lisa Schulte Shipping KG vorl. Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2000211,
5026,1/2/2017 17:30,Auto Import,,,MS Lisa Schulte Shipping KG vorl. Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000211,
7980,6/3/2024 22:38,Auto Import,,,MS LUCIA SCHULTE,Shipping GmbH & Co. KG,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2000053,
5021,1/2/2017 17:30,Auto Import,,,MS LUCIA SCHULTE Shipping,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000053,
7963,6/3/2024 22:38,Auto Import,,,MS MARTHA SCHULTE,Shipping GmbH & Co. KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000036,
117,23/4/2015 9:21,Georgi Hristov,6/10/2016 9:22,Georgi Hristov,MS MARTHA SCHULTE Shipping GmbH & Co. KG,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,DE 256 709 563,,
7940,6/3/2024 22:38,Auto Import,,,MS MAXIMILIAN SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000014,
4063,1/2/2016 16:35,Auto Import,,,MS MAXIMILIAN SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000014,
225,18/12/2015 23:27,Georgi Hristov,,,MS MAXIMILIAN SCHULTE Shippi,,,,,,Vendor,Public,GmbH & Co. KG,,,Germany,,,,8000014,
8039,6/3/2024 22:38,Auto Import,,,MS Maximilian Schulte Shipping KG vorl.Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2001410,
5039,1/2/2017 17:30,Auto Import,,,MS Maximilian Schulte Shipping KG vorl.Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6001410,
2959,18/12/2015 23:32,Georgi Hristov,,,MS Mozart Schiffahrts GmbH & Co. KG,,,,,,Vendor,Public,Hohe Bleichen 12,,Hamburg,Germany,,20354,,8130198,
7683,6/3/2024 22:38,Georgi Hristov,,,MS MOZART Schiffahrtsgesellschaft mbH& Co.KG,c/o Schiffahrt GmbH & Cie.,,,,,Customer,Public,Hohe Bleichen 12,,Hamburg,Germany,,20354,,1001119,
7942,6/3/2024 22:38,Auto Import,,,MS NATALIE SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000016,
4129,1/2/2016 16:36,Auto Import,,,MS NATALIE SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000016,
3043,18/12/2015 23:32,Georgi Hristov,,,MS NORDIC LÜNEBURG Schifffahrtsgesellschaft mbH,,,,,,Vendor,Public,Cremon 32,,Hamburg,Germany,,20457,,8140067,
7721,6/3/2024 22:38,Georgi Hristov,,,MS Nordic Wismar Schifffahrtsgesellschaft mbH &,Co. KG c/o Nordic Hamburg Shipmanagement GmbH & Co,,,,,Customer,Public,Cremon 32,,Hamburg,Germany,,20457,,1001220,
7984,6/3/2024 22:38,Auto Import,,,MS OS Antalya Schiffahrts-,gesellschaft mbH & Co.KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000058,
5024,1/2/2017 17:30,Auto Import,,,MS OS Antalya Schifffahrts-,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000058,
5035,1/2/2017 17:30,Auto Import,,,MS OS Izmir Schiffahrts GmbH & Co.KG,,,,,,Vendor,Public,Domstraße 17,,Hamburg,Germany,,20095,,6000570,
7983,6/3/2024 22:38,Auto Import,,,MS OS Izmir Schiffahrts-,gesellschaft mbH & Co.KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000057,
7985,6/3/2024 22:38,Auto Import,,,MS OS Marmara Schiffahrts-,gesellschaft mbH & Co.KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000059,
5025,1/2/2017 17:30,Auto Import,,,MS OS Marmara Schifffahrts-,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000059,
7981,6/3/2024 22:38,Auto Import,,,MS OS Marmaris,Schifffahrts GmbH & Co.KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000055,
5022,1/2/2017 17:30,Auto Import,,,MS OS Marmaris Schifffahrts-,,,,,,Vendor,Public,Domstraße 17,,Hamburg,Germany,,20095,,6000055,
7982,6/3/2024 22:38,Auto Import,,,MS OS Samsun Schifffahrts-,gesellschaft mbH & Co. KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000056,
5023,1/2/2017 17:30,Auto Import,,,MS OS Samsun Schifffahrts-,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000056,
7945,6/3/2024 22:38,Auto Import,,,MS PATRICIA SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000019,
4013,1/2/2016 16:33,Auto Import,,,MS PATRICIA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000019,
99,24/6/2014 13:04,Georgi Hristov,21/9/2015 9:24,Georgi Hristov,MS Patricia Schulte Shipping GmbH & Co. KG,,,,,,---,Public,Domstr. 17,,Hamburg,Germany,,20095,DE 239 301 681,,
7964,6/3/2024 22:38,Auto Import,,,MS PAULA SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstraße 17,,Hamburg,Germany,,20095,,2000037,
4426,1/2/2017 17:02,Auto Import,,,MS PAULA SCHULTE Shipping,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6000037,
118,23/4/2015 9:22,Georgi Hristov,23/4/2015 9:22,Georgi Hristov,MS PAULA SCHULTE Shipping GmbH & Co. KG,,,,,,---,Public,Domstr. 17,,Hamburg,Germany,,20095,,,
7855,6/3/2024 22:38,Auto Import,,,MS Rossini Schiffahrtsges.mbH&Co.KG,c/o Reederei Claus Peter Offen,,,,,Customer,Public,Bleichenbrücke 10,,Hamburg,Germany,,20354,,1005001,
7953,6/3/2024 22:38,Auto Import,,,MS RUBINA SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000027,
4044,1/2/2016 16:34,Auto Import,,,MS RUBINA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000027,
233,18/12/2015 23:27,Georgi Hristov,,,MS RUBINA SCHULTE Shipping,,,,,,Vendor,Public,,,,,,,,8000027,
101,24/6/2014 13:04,Georgi Hristov,6/10/2016 9:24,Georgi Hristov,MS Rubina Schulte Shipping GmbH & Co. KG,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,DE 241 580 219,,
7939,6/3/2024 22:38,Auto Import,,,MS SARAH SCHULTE,SHIPPING GMBH & CO. KG,,,,,Customer,Public,c/o Thomas Schulte Ship Manag.GmbH & Co.KG,Domstrasse 17,Hamburg,Germany,,20095,,2000013,
4011,1/2/2016 16:33,Auto Import,,,MS SARAH SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000013,
224,18/12/2015 23:27,Georgi Hristov,,,MS SARAH SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,Germany,,,,8000013,
79,24/6/2014 13:04,Georgi Hristov,6/10/2016 9:25,Georgi Hristov,MS Sarah Schulte Shipping GmbH & Co. KG,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,DE 231 075 520,,
7952,6/3/2024 22:38,Auto Import,,,MS SOFIA SCHULTE KG,SHIPPING GMBH & CO. Kg,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000026,
5016,1/2/2017 17:30,Auto Import,,,MS SOFIA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000026,
232,18/12/2015 23:27,Georgi Hristov,,,MS SOFIA SCHULTE Shipping KG,,,,,,Vendor,Public,Domstraße 17,,Hamburg,Germany,,20095,,8000026,
107,22/4/2015 13:07,Georgi Hristov,6/10/2016 8:40,Georgi Hristov,MS STRAUSS Schiffahrtsgesellschaft mbH & Co. KG,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,DE 293 464 634,,
2971,18/12/2015 23:32,Georgi Hristov,,,MS Strauss Schiffahrtsgesellschaft mbH & Co.KG,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,8130210,
7782,6/3/2024 22:38,Georgi Hristov,,,MS STRAUSS Schiffahrtsgesellschaft mbH&Co.KG,c.o. Thomas Schulte Ship Management GmbH & Co. KG,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,1001624,
228,18/12/2015 23:27,Georgi Hristov,,,MS TATIANA  SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,,,,,8000018,
7944,6/3/2024 22:38,Auto Import,,,MS TATIANA SCHULTE,Shipping GmbH & Co.KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000018,
8040,6/3/2024 22:38,Auto Import,,,MS Tatiana Schulte Shipping KG vorl. Insolvenz,,,,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,2001810,
5040,1/2/2017 17:30,Auto Import,,,MS Tatiana Schulte Shipping KG vorl. Insolvenz,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,6001810,
7951,6/3/2024 22:38,Auto Import,,,MS VALENTINA SCHULTE KG,GMBH & CO. KG,,,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000025,
5015,1/2/2017 17:30,Auto Import,,,MS VALENTINA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000025,
7954,6/3/2024 22:38,Auto Import,,,MS VALERIE SCHULTE,Shipping GmbH & Co.KG,,IMO: 9315874,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000028,
4172,1/2/2016 16:41,Auto Import,,,MS VALERIE SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH u CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000028,
234,18/12/2015 23:27,Georgi Hristov,,,MS VALERIE SCHULTE Shipping,,,,,,Vendor,Public,,,,,,,,8000028,
109,22/4/2015 13:16,Georgi Hristov,6/10/2016 9:25,Georgi Hristov,MS VALERIE SCHULTE Shipping GmbH & Co. KG,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,DE 241 580 227,,
7943,6/3/2024 22:38,Auto Import,,,MS VICTORIA SCHULTE,Shipping GmbH & Co.KG,,IMO : 9312418,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,2000017,
5012,1/2/2017 17:30,Auto Import,,,MS VICTORIA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000017,
227,18/12/2015 23:27,Georgi Hristov,,,MS VICTORIA SCHULTE Shipping,,,,,,Vendor,Public,GmbH & Co. KG,,,,,,,8000017,
8020,6/3/2024 22:38,Auto Import,,,MS Zweite ANNINA SCHULTE,,,,,,Customer,Public,Shipping GmbH & Co. KG,,Hamburg,Germany,,20095,,2000240,
4214,1/2/2016 16:44,Auto Import,,,MS Chopin Schiffahrtsgesellschaft mbH + Co. KG,,,,,,Vendor,Public,Domstr. 17,,Hamburg,Germany,,20095,,8130213,
4427,1/2/2017 17:02,Auto Import,,,MS DAPHNE SCHULTE Shipping,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,6000045,
4080,1/2/2016 16:35,Auto Import,,,MS DIANA SCHULTE Shipping,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,6000048,
4094,1/2/2016 16:36,Auto Import,,,MS DORA SCHULTE Shipping,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,6000049,
4054,1/2/2016 16:35,Auto Import,,,MS DORIAN SCHULTE Shipping,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,6000470,
7926,6/3/2024 22:38,Auto Import,,,MS Eagle - Conbulk Shipmanagement Corporation,,,,,,Customer,Public,,,,Greece,,,,1006063,
7869,6/3/2024 22:38,Auto Import,,,MS EAGLE COPR.,,,,,,Customer,Public,,,,Marshall Islands,,,,1006005,
6402,12/4/2019 17:44,Georgi Hristov,,,MS EAGLE CORP.,,,,,,Vendor,Public,,,,Marshall Islands,,,,9002864,
7686,6/3/2024 22:38,Georgi Hristov,,,MS Eagle Corp.,Ajeltake Road  Majuro  MH,,,,,Customer,Public,c/o Thomas Schulte Ship Management (Cyprus),18 Vassilis Michaelides Street,Limassol,Cyprus,,3026,,1001122,
205,21/9/2015 17:10,Georgi Hristov,,,MS Eagle Corp.,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,,,
7924,6/3/2024 22:38,Auto Import,,,MS Eagle Corp.,c/o Thomas Schulte Ship Management GmbH & Co. KG,,IMO: 9314997,,,Customer,Public,Domstr. 17,,Hamburg,Germany,,20095,,1006061,
4218,1/2/2016 16:44,Auto Import,,,MS Eagle Corp. - so Verb,,,,,,Vendor,Public,,,,Marshall Islands,,,,8130225,
7693,6/3/2024 22:38,Georgi Hristov,,,MS EAGLE Corporation,c/o Thomas Schulte Ship Management (Cyprus),,,,,Customer,Public,18 Vassilis Michaelides Street,,Limassol,Cyprus,,3026,,1001129,
3998,1/2/2016 16:33,Auto Import,,,MS EVELYN SCHULTE Shipping,,,,,,Vendor,Public,Domstrasse 17,,Hamburg,Germany,,20095,,6000051,
6404,12/4/2019 17:44,Georgi Hristov,,,MS HAWK CORP.,,,,,,Vendor,Public,,,,Marshall Islands,,,,9002866,
7688,6/3/2024 22:38,Georgi Hristov,,,MS Hawk Corp.,Ajeltake Road  Majuro  MH,,,,,Customer,Public,c/o Thomas Schulte Ship Management (Cyprus),18 Vassilis Michaelides Street,Limassol,Cyprus,,3026,,1001124,
3949,28/12/2015 11:15,Georgi Hristov,28/12/2015 11:15,Georgi Hristov,MS Hawk Corp.,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,,,
7870,6/3/2024 22:38,Auto Import,,,MS Hawk Corp.,c/o Thomas Schulte Ship Management GmbH & Co.KG,,IMO: 9303819,,,Customer,Public,Domstrasse 17,,Hamburg,Germany,,20095,,1006006,
4219,1/2/2016 16:44,Auto Import,,,MS Hawk Corp. - so Verb,,,,,,Vendor,Public,,,,Marshall Islands,,,,8130226,
7694,6/3/2024 22:38,Georgi Hristov,,,MS HAWK Corporation,c/o Thomas Schulte Ship Management (Cyprus),,,,,Customer,Public,18 Vassilis Michaelides Street,,Limassol,Cyprus,,3026,,1001130,
2915,18/12/2015 23:32,Georgi Hristov,,,MS Kaya Schiffahrtsges.mbH&Co.KG,,0381 6660-110/214,0381 6660-122/212,contact@laeisz.de,,Vendor,Public,Lange Strasse 1a,PO Pox 103030 18005 HRO,Rostock,Germany,,18055,,8130154,
7642,6/3/2024 22:38,Georgi Hristov,,,MS Keno Schifffahrtsges.mbH & Co.KG,,,,,,Customer,Public,,,Hamburg,Germany,,,,1000910,
2731,18/12/2015 23:31,Georgi Hristov,,,MS Keno Schifffahrtsgesellschaft mbH & Co. KG,,,,,,Vendor,Public,,,,Germany,,,,8110053,
3999,1/2/2016 16:33,Auto Import,,,MS LILLY SCHULTE Shipping,,,,,,Vendor,Public,Domstraße 17,,Hamburg,Germany,,20095,,6000350,
4138,1/2/2016 16:37,Auto Import,,,MS MARTHA SCHULTE Shipping,,,,,,Vendor,Public,Domstraße 17,,Hamburg,Germany,,20095,,6000036,
7681,6/3/2024 22:38,Georgi Hristov,,,MS Mozart Schiffahrtsgesellschaft mbH & Co. KG,,,,,,Customer,Public,Domstraße 18,,Hamburg,Germany,,20095,,1001117,
7675,6/3/2024 22:38,Georgi Hristov,,,MS NORDIC LÜNEBURG,,,,,,Customer,Public,Schifffahrtsgesell.mbH&Co.,Cremon 32,Hamburg,Germany,,20095,,1001111,
7676,6/3/2024 22:38,Georgi Hristov,,,MS NORDIC STETTIN,,,,,,Customer,Public,Schifffahrtsgesell.mbH&Co.,Cremon 32,Hamburg,,,20095,,1001112,
7677,6/3/2024 22:38,Georgi Hristov,,,MS NORDIC STRALSUND,,,,,,Customer,Public,Schifffahrtsgesell.mbh& Co.,Cremon 32,Hamburg,Germany,,20095,,1001113,
7680,6/3/2024 22:38,Georgi Hristov,,,MS OS Izmir,,,,,,Customer,Public,,,,Germany,,,,1001116,
8028,6/3/2024 22:38,Auto Import,,,MS PAULA SCHULTE - keine AK Schiff,,,,,,Customer,Public,,,Hamburg,Germany,,20095,,2000372,
4012,1/2/2016 16:33,Auto Import,,,MS TATIANA SCHULTE KG,,,,,,Vendor,Public,SHIPPING GMBH & CO. KG,Domstrasse 17,Hamburg,Germany,,20095,,6000018,
6403,12/4/2019 17:44,Georgi Hristov,,,MS TIGER CORP.,,,,,,Vendor,Public,,,,Marshall Islands,,,,9002865,
7687,6/3/2024 22:38,Georgi Hristov,,,MS Tiger Corp.,Ajeltake Road  Majuro  MH,,,,,Customer,Public,c/o Thomas Schulte Ship Management (Cyprus),18 Vassilis Michaelides Street,Limassol,Cyprus,,3026,,1001123,
3950,28/12/2015 11:15,Georgi Hristov,28/12/2015 11:15,Georgi Hristov,MS Tiger Corp.,,,,,,Ship Owner,Public,Domstr. 17,,Hamburg,Germany,,20095,,,
7871,6/3/2024 22:38,Auto Import,,,MS TIGER CORP.,,,,,,Customer,Public,,,,Marshall Islands,,,,1006007,
4220,1/2/2016 16:44,Auto Import,,,MS Tiger Corp. - so Verb,,,,,,Vendor,Public,,,,Marshall Islands,,,,8130227,
7695,6/3/2024 22:38,Georgi Hristov,,,MS TIGER Corporation,c/o Thomas Schulte Ship Management (Cyprus),,,,,Customer,Public,18 Vassilis Michaelides Street,,Limassol,Cyprus,,3026,,1001131,
6540,13/6/2019 14:19,Admin Account,,,MS-service,,,,,,Vendor,Public,Aerodromnaya 8  of.327,,,Russia,,193148 ST-PETERSBURG,,8130304,
6494,9/5/2019 15:13,Nicolas Zambas,,,MSA SE Asia Pte Ltd,MSA SINGAPORE,+65 6350 4500,,msa.singapore@msasafety.com,,---,Public,35 Marsiling Industrial Estate Road 3,# 04-01  Singapore 739257,,Singapore,,,,,
4792,1/2/2017 17:09,Auto Import,,,MSA SE Asia PTE Ltd,,(65)68879269,(65)67782529,msasin@msanet.com,,Vendor,Public,51 Ayer Rajah Cresent,,Singapore,Singapore,,#04-01/09,,9002621,
2927,18/12/2015 23:32,Georgi Hristov,,,MSC BAHAMAS Ltd.,,,,,,Vendor,Public,24 Logwood Road,,Freeport,Bahamas,,,,8130166,
3987,1/2/2016 16:30,Auto Import,,,MSC Logistics Portugal S.A.,,+351 21 360 92 27,,,,Vendor,Public,,,Sines,Portugal,,7250,,8130215,
4516,1/2/2017 17:06,Auto Import,,,MSC MEDITERRANEAN SHIPPING AGENCY HAITI S.A,,,,,,Vendor,Public,6 Rte de L’Aéroport   rue Georges Coles,,Port-au-Prince,Haiti,,,,8130255,
2883,18/12/2015 23:32,Georgi Hristov,,,MSC Mediterranean Shipping Co.,,(507)  315-1420,(507)  315-1244,boardingspanama@mscpa.mscgva.ch,,Vendor,Public,Edificio PH Global Plaza,Piso No.11 Calle 50,Panama,Panama,,,,8130122,
7667,6/3/2024 22:38,Georgi Hristov,,,MSC Mediterranean Shipping Co.,,+22 703 88 88,,,,Customer,Public,40  Avenue Eugene-Pittard,,Genf,Switzerland,,1206,,1001103,
4260,31/5/2016 3:03,Auto Import,,,MSC Mediterranean Shipping Company (Pty) Ltd,,,,,,Vendor,Public,,,Capetown,South Africa,,,,8130245,
4249,30/5/2016 2:54,Auto Import,,,MSC Mediterranean Shipping Company (Pty) Ltd.,,,,,,Vendor,Public,,,Durban,South Africa,,,,8130243,
4506,1/2/2017 17:06,Auto Import,,,MSC Mediterranean Shipping Company Senegal,,,,,,Vendor,Public,Route des Hydrocarbures  Hann Bel-Air,,Dekar  Senegal,Sweden,,,,8130229,
6945,25/1/2021 8:24,Auto Import,,,MSC MEDITERRANEAN SHIPPING COMPANY SOUTH EAST ASIA,(SINGAPORE) PTE LTD,(65) 6505 9610 / 6505 9620,(65) 6327 7040,,,Vendor,Public,61  STAMFORD ROAD  #04-01/07  STAMFORD COURT,,,Singapore,,178892,,8130324,
4250,30/5/2016 2:54,Auto Import,,,MSC PORT ELIZABETH,,,,,,Vendor,Public,P.O. BOX 1086,,Port Elizabeth,South Africa,,,,8130244,
8733,8/12/2025 10:28,Eirini Naki,,,mscyf,,,,javier@mscyf.com,,Vendor,Public,,,,Spain,,,,,
6154,12/4/2019 17:42,Georgi Hristov,,,MSG MarineServe GmbH,,040 375024,,,,Vendor,Public,Bei den Mühren 66 a,,Hamburg,Germany,,20457,,8001102,
